"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-0.592293880643618","-1.30144634922828","-2.47274806353373","-0.00965917212317862","%","min","umol/min/g","A2","G55","22","sym","EC","NLF"
"2","-0.40442925183713","-0.888651715855317","-1.6884382601251","-0.00870329000064486","%","min","umol/min/g","A3","B57","22","sym","EC","NLF"
"3","-6.0620253850056","-13.3200781977886","-25.3081485757984","-0.148871462210579","%","min","umol/min/g","A4","B59","22","sym","EC","NLF"
"4","-0.135418096734544","-0.29755395653101","-0.565352517408919","-0.0078521182973461","%","min","umol/min/g","A5","B62","22","sym","EC","NLF"
"5","-1.06853348851734","-2.34788683980308","-4.46098499562585","-0.0295429469908997","%","min","umol/min/g","A6","W54","22","sym","EC","NLF"
"6","-0.711270550989449","-1.56287358716742","-2.9694598156181","-0.0119255414281851","%","min","umol/min/g","B2","W56","22","sym","EC","NLF"
"7","-0.149934554298869","-0.329450944357878","-0.625956794279968","-0.0085747506065749","%","min","umol/min/g","C2","B25","22","apo","EC","NLF"
"8","-0.479263561881021","-1.05308501963655","-2.00086153730945","-0.0160068922984756","%","min","umol/min/g","C3","W13","22","apo","EC","NLF"
"9","-0.678169537987423","-1.49014078688856","-2.83126749508826","-0.0219478100394439","%","min","umol/min/g","C4","Y8","22","apo","EC","NLF"
"10","-0.59186387874933","-1.30050150678811","-2.47095286289741","-0.0115465087051281","%","min","umol/min/g","C5","Y11","22","apo","EC","NLF"
"11","-0.276746110060129","-0.608093762862283","-1.15537814943834","-0.00652756016631829","%","min","umol/min/g","C6","O29","22","apo","EC","NLF"
