"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-0.377639746661168","-0.829787181122997","-1.57659564413369","-0.00623160333649681","%","min","umol/min/g","A2","G54","22","sym","SW","NLF"
"2","-0.273971346149432","-0.601996778781301","-1.14379387968447","-0.00552557429799261","%","min","umol/min/g","A3","G56","22","sym","SW","NLF"
"3","-0.511752028221534","-1.1244718721648","-2.13649655711311","-0.00984560625397747","%","min","umol/min/g","A4","G58","22","sym","SW","NLF"
"4","-0.0750109110883309","-0.164821348959596","-0.313160563023232","-0.00428987072634565","%","min","umol/min/g","A5","B58","22","sym","SW","NLF"
"5","-0.238159811118457","-0.523308153000333","-0.994285490700632","-0.00710203921929023","%","min","umol/min/g","A6","B60","22","sym","SW","NLF"
"6","-0.471433682163183","-1.0358804380822","-1.96817283235618","-0.00989031574048334","%","min","umol/min/g","B2","W53","22","sym","SW","NLF"
"7","-0.392009468995822","-0.861361747876138","-1.63658732096466","-0.00564340455505056","%","min","umol/min/g","B3","W55","22","sym","SW","NLF"
"8","-0.304672452829281","-0.669456268928895","-1.2719669109649","-0.00502753719748972","%","min","umol/min/g","B4","W57","22","sym","SW","NLF"
"9","-0.106955924434791","-0.235014073136692","-0.446526738959715","-0.00460336844288366","%","min","umol/min/g","B5","Y51","22","sym","SW","NLF"
"10","-0.437914059365645","-0.962227827202682","-1.82823287168509","-0.00655280599170285","%","min","umol/min/g","B6","Y53","22","sym","SW","NLF"
"11","-0.205292830644943","-0.451089592003332","-0.857070224806331","-0.00607851223266901","%","min","umol/min/g","C2","B22","22","apo","SW","NLF"
"12","-0.253328038819006","-0.556637274252932","-1.05761082108057","-0.00534146879333621","%","min","umol/min/g","C3","B24","22","apo","SW","NLF"
"13","-0.613218343856709","-1.34742363710545","-2.56010491050035","-0.00856222378093762","%","min","umol/min/g","C4","B26","22","apo","SW","NLF"
"14","-0.235734350601488","-0.517978692679762","-0.984159516091549","-0.00355292244076371","%","min","umol/min/g","C5","Y5","22","apo","SW","NLF"
"15","-2.62020141384671","-5.75736416622778","-10.36325549921","-0.0249716999980964","%","min","umol/min/g","C6","O27","22","apo","SW","NLF"
