"","input.rate","converted.rate","volumetric","mass.specific","input.o2.unit","input.time.unit","output.unit","vial","B.TAG","Day","Sym.state","Bacteria","Treatment"
"1","-0.207221745968495","-0.482390054087965","-0.916541102767133","-0.00455990598391608","%","min","umol/min/g","A2","G45","22","sym","EC","PLF"
"2","-1.50945598334728","-3.51385203346852","-6.32493366024333","-0.0203374072676634","%","min","umol/min/g","A3","G47","22","sym","EC","PLF"
"3","-0.307281915832538","-0.715319424155644","-1.35910690589572","-0.0090607127059715","%","min","umol/min/g","A4","B47","22","sym","EC","PLF"
"4","-0.550890415111499","-1.2824139469541","-2.43658649921278","-0.0191857204662424","%","min","umol/min/g","A5","B49","22","sym","EC","PLF"
"5","-0.791756471980589","-1.84312435723459","-3.50193627874572","-0.0236617316131468","%","min","umol/min/g","A6","W44","22","sym","EC","PLF"
"6","-0.334735885697192","-0.779229328717269","-1.48053572456281","-0.00891888990700489","%","min","umol/min/g","B2","W46","22","sym","EC","PLF"
"7","-0.84161185476149","-1.9591823543519","-3.7224464732686","-0.0258503227310319","%","min","umol/min/g","B3","Y42","22","sym","EC","PLF"
"8","-0.516391791130807","-1.20210484131353","-2.28399919849571","-0.0191932705755942","%","min","umol/min/g","B4","Y44","22","sym","EC","PLF"
"9","-0.911712376566378","-2.12236886910212","-4.03250085129402","-0.0245884198249636","%","min","umol/min/g","C2","G97","22","apo","EC","PLF"
"10","-0.199397994267979","-0.464177197187528","-0.881936674656303","-0.00816608032089169","%","min","umol/min/g","C3","W92","22","apo","EC","PLF"
"11","-0.181818608225566","-0.423254267288453","-0.80418310784806","-0.0136302221669163","%","min","umol/min/g","C4","W94","22","apo","EC","PLF"
"12","-5.27517166018222","-12.2800352375444","-23.3320669513344","-0.15659105336466","%","min","umol/min/g","C5","Y88","22","apo","EC","PLF"
"13","-2.81033504550648","-6.54215930992725","-12.4301026888618","-0.0497204107554471","%","min","umol/min/g","C6","Y93","22","apo","EC","PLF"
